SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20201102412,14,6,5,10,10,12,8,0,0,65,94,59,37,67,68,110,67,23,3,528
20201102413,8,0,0,5,0,0,0,0,0,13,77,46,41,39,45,52,50,27,6,383
20201102415,3,0,0,4,0,0,0,0,0,7,44,29,20,26,40,43,34,0,3,239
20201102417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201102418,16,3,4,11,3,10,0,3,0,50,295,97,126,165,133,73,71,28,0,988
20201102419,3,0,0,5,5,5,4,0,0,22,89,66,19,59,97,60,59,20,5,474
20201102421,14,14,0,8,6,3,4,4,0,53,124,79,57,84,93,58,62,26,3,586
20201102422,3,0,0,5,0,0,10,16,4,38,57,31,23,35,37,46,103,195,50,577
20201102423,3,3,4,3,5,0,0,0,0,18,90,54,31,75,53,47,36,4,3,393
20201102424,10,9,5,0,5,3,0,0,0,32,184,63,61,120,89,47,30,6,3,603
20201102425,10,5,3,0,0,4,0,0,0,22,86,37,33,42,32,30,52,16,11,339
20201102426,5,3,5,0,0,0,3,0,0,16,126,28,81,59,38,17,21,0,0,370
20201102427,10,0,3,4,0,4,4,0,0,25,157,73,94,89,70,47,51,14,0,595
20201102428,7,10,5,0,0,5,0,0,0,27,41,34,24,21,34,41,26,4,0,225
20201102501,11,3,5,0,7,7,0,0,0,33,118,78,64,66,85,80,52,34,5,582
20201102502,9,8,4,4,3,6,8,4,0,46,98,96,79,61,79,74,66,42,4,599
20201102503,8,8,8,5,5,8,0,5,0,47,164,79,111,108,92,100,78,34,4,770
20201102504,4,4,0,4,3,4,3,0,0,22,76,46,68,43,36,30,32,16,3,350
20201102505,3,3,0,3,3,4,0,3,0,19,78,58,57,47,49,49,55,32,19,444
20201102506,0,0,0,0,0,5,0,5,0,10,58,38,63,25,33,39,51,34,3,344
20201102507,0,0,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,7
20201102509,12,15,7,9,3,14,8,0,0,68,172,75,112,99,66,112,97,17,5,755
20201102510,12,3,10,0,7,3,6,3,4,48,116,67,73,61,68,75,75,44,12,591
20201102511,13,0,6,4,3,5,0,0,0,31,57,43,54,39,34,30,29,15,9,310
20201102512,16,5,3,11,6,4,0,0,0,45,149,59,75,83,63,70,50,23,5,577
20201102514,20,10,10,11,13,6,8,0,7,85,151,72,94,94,71,61,61,25,21,650
20201102515,17,0,0,6,8,3,3,0,0,37,65,21,21,35,43,45,41,10,5,286
20201102517,14,3,0,6,4,9,6,0,0,42,161,58,74,99,94,97,43,19,8,653
20201102519,4,10,4,3,8,4,7,0,0,40,75,51,73,35,69,53,61,27,5,449
20201102520,15,13,8,12,8,4,0,0,0,60,154,94,144,90,77,82,50,26,10,727
20201102521,6,7,0,3,3,3,0,0,0,22,151,57,94,96,74,60,54,25,11,622
20201102522,11,0,12,6,5,0,6,0,0,40,94,56,57,66,38,46,41,15,6,419
20201102523,8,0,0,4,3,3,0,5,0,23,129,65,61,82,42,37,28,27,3,474
20201102524,30,9,14,15,8,0,0,0,0,76,181,78,130,106,44,21,15,4,3,582
20201102525,0,0,3,0,5,5,0,0,0,13,92,29,50,64,43,39,29,8,0,354
20201102526,13,3,0,6,0,3,0,0,0,25,67,34,29,48,38,63,42,17,9,347
20201102527,6,4,0,0,0,0,0,0,0,10,180,66,131,95,57,49,30,14,0,622
20201102528,8,11,6,4,5,3,5,0,0,42,148,69,79,101,49,45,60,33,4,588
20201102529,11,3,6,3,0,3,4,0,0,30,176,39,139,83,32,36,22,10,0,537
20201102530,12,10,6,7,3,5,4,0,0,47,89,41,75,40,33,47,30,11,3,369
20201102531,18,6,9,3,3,0,0,0,0,39,177,88,130,89,53,24,30,13,4,608
20201102532,12,3,12,4,6,5,0,0,0,42,133,75,82,75,44,28,23,8,0,468
20201102533,5,0,0,4,3,6,0,3,0,21,96,43,59,61,41,36,16,0,0,352
20202102601,0,0,0,0,0,5,0,0,0,5,82,36,19,41,63,78,42,11,3,375
20202102602,7,4,9,7,0,3,8,3,0,41,71,46,42,36,46,51,47,10,0,349
20202102603,0,5,0,4,4,10,5,0,3,31,110,70,35,69,95,120,69,29,7,604
20202102604,3,0,0,4,0,4,4,5,0,20,64,63,25,41,73,74,66,36,3,445
20202102605,5,0,0,4,0,5,8,0,0,22,96,41,24,48,60,51,60,12,5,397
20202102606,17,6,0,0,5,5,8,5,0,46,51,44,25,27,39,42,27,8,0,263
20202102607,0,0,0,0,4,5,0,4,0,13,66,40,25,45,63,77,51,27,4,398
20202102608,24,5,13,22,9,5,4,0,0,82,448,128,346,254,107,101,91,30,5,1510
20202102609,10,0,0,0,0,4,0,0,0,14,51,22,22,36,26,46,35,14,5,257
20202102610,4,0,5,3,0,4,3,3,0,22,53,39,19,34,39,60,57,17,3,321
20202102611,9,9,0,9,6,4,7,0,0,44,65,83,38,47,88,78,49,23,4,475
20202102612,5,4,5,4,12,3,0,0,0,33,67,49,46,61,50,55,51,20,0,399
20202102613,9,8,10,3,13,9,3,0,0,55,147,83,45,88,122,102,45,26,0,658
20202102614,7,9,0,4,3,6,3,0,0,32,67,30,29,31,36,66,20,7,0,286
20202102615,3,3,0,9,0,4,0,0,0,19,51,30,20,40,37,25,32,12,0,247
20202102616,3,0,0,0,5,3,7,0,0,18,77,30,10,40,61,55,49,21,4,347
20202102617,5,3,0,0,0,3,4,0,0,15,22,23,6,12,30,39,25,8,3,168
20202102618,11,4,4,12,6,10,4,0,0,51,55,44,41,53,58,79,43,12,6,391
20202102619,3,9,0,3,8,4,5,3,0,35,90,72,23,53,77,67,48,22,3,455
20202102701,0,5,0,0,0,3,5,0,0,13,63,32,34,47,47,64,65,22,6,380
20202102702,3,4,3,3,0,0,4,5,0,22,56,21,18,40,48,56,58,31,15,343
20202102703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20202102704,5,0,6,0,3,6,9,0,0,29,60,24,29,50,37,54,63,29,11,357
20202102705,4,3,0,5,4,3,9,9,0,37,69,27,35,46,56,52,65,43,13,406
20202102706,7,0,0,4,15,7,0,6,0,39,47,39,27,36,66,81,67,59,8,430
20202102707,6,0,9,0,0,3,3,3,0,24,84,59,88,75,72,94,78,45,10,605
20202102708,11,6,6,5,6,4,6,4,0,48,152,66,69,85,118,98,100,52,7,747
20202102709,6,6,0,4,6,0,5,0,0,27,73,54,37,39,74,48,71,28,8,432
20202102710,7,4,3,0,4,13,7,4,0,42,68,27,32,47,58,79,73,37,4,425
20202102711,5,4,5,7,13,3,6,0,0,43,48,23,32,39,68,64,56,21,9,360
20202102712,4,0,0,3,5,5,6,5,0,28,41,23,25,43,53,68,83,23,0,359
20202102713,4,0,0,0,4,13,8,4,0,33,60,34,13,45,59,67,84,32,20,414
20202102714,3,4,0,6,3,5,7,5,0,33,51,24,21,43,50,43,50,45,4,331
20202102715,5,0,0,6,10,0,0,0,0,21,59,18,17,54,64,55,101,53,18,439
20202102716,0,0,0,4,11,0,0,0,0,15,15,16,23,26,32,28,41,41,14,236
20202102717,3,5,0,3,9,3,5,7,6,41,50,20,23,44,53,62,96,39,19,406
20202102718,3,0,6,3,4,6,10,42,89,163,28,6,12,17,17,70,62,88,164,464
20202102719,0,7,0,0,3,3,8,4,0,25,62,26,20,40,59,65,87,42,23,424
20202102720,4,0,6,0,3,3,8,6,0,30,32,27,26,30,26,39,64,43,14,301
