SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20803119318,6,4,7,4,4,0,0,0,0,25,110,48,42,75,99,64,42,48,60,588
20803119319,0,0,0,0,4,3,0,0,0,7,70,43,32,43,74,51,36,18,8,375
20803119320,15,0,4,11,3,0,0,0,0,33,118,53,56,107,83,50,43,28,10,548
20803119321,0,4,3,0,5,4,3,0,0,19,74,42,75,79,67,68,48,21,9,483
20803119322,12,5,4,3,5,0,0,0,0,29,65,47,68,62,61,38,32,22,29,424
20803119323,11,0,5,7,5,3,0,0,0,31,71,52,43,52,61,59,29,23,0,390
20803119324,8,11,8,6,9,8,0,5,0,55,118,90,162,132,113,88,58,40,48,849
20803119325,4,10,0,3,12,0,0,0,0,29,152,100,32,77,139,77,42,19,4,642
20803119326,0,5,4,6,3,3,4,0,0,25,109,121,39,64,142,77,30,17,0,599
20803119327,13,3,8,11,11,14,4,0,0,64,194,79,155,213,142,101,70,29,13,996
20803119328,4,0,0,5,4,0,4,0,0,17,110,46,25,81,75,51,39,10,11,448
20803119329,5,0,0,0,4,0,3,8,0,20,75,45,37,46,74,67,38,33,8,423
20803119330,0,9,6,4,8,10,9,0,0,46,73,52,83,72,73,79,66,19,9,526
20803119331,0,4,0,0,7,8,0,0,0,19,42,63,22,25,72,61,58,36,15,394
20803119332,4,0,3,3,4,4,3,3,0,24,54,47,61,67,78,77,76,31,14,505
20803119333,0,3,0,0,3,10,3,3,5,27,53,66,52,44,80,83,62,41,48,529
20803119334,3,3,0,5,0,7,3,0,0,21,65,58,43,45,76,94,56,31,9,477
20803119335,6,0,4,4,4,8,4,3,0,33,81,84,54,86,97,100,74,39,12,627
20803119336,0,6,13,3,3,4,5,8,0,42,72,56,103,77,68,106,70,44,14,610
20803119337,0,8,6,0,0,3,0,0,0,17,74,44,37,40,67,62,48,23,7,402
20803119338,4,0,8,5,0,5,6,0,0,28,63,27,77,71,63,64,65,29,12,471
20803119339,0,0,8,5,4,4,4,0,3,28,99,52,43,71,72,47,69,27,14,494
20803119340,0,3,5,0,0,3,0,0,0,11,94,67,36,48,79,71,50,22,9,476
20803119341,3,0,4,4,0,3,0,3,0,17,65,53,28,31,75,57,42,16,4,371
20803119342,0,7,3,0,3,5,5,0,0,23,108,87,43,60,109,68,34,31,20,560
20803119343,3,5,7,3,8,3,0,0,0,29,108,76,42,74,76,95,31,6,5,513
20804119401,0,4,3,0,5,0,0,0,0,12,78,73,41,33,84,64,33,21,9,436
20804119403,0,5,7,0,0,0,0,0,0,12,29,38,116,66,40,31,29,18,7,374
20804119404,0,0,0,0,0,0,0,3,0,3,30,41,95,52,43,27,24,41,78,431
20804119405,0,0,4,0,0,0,0,3,0,7,35,36,91,64,31,19,17,19,9,321
20804119406,0,0,0,3,0,0,0,0,0,3,35,15,68,56,25,25,15,6,4,249
20804119407,0,0,0,0,0,0,0,4,4,8,43,30,36,27,38,27,13,16,3,233
20804119408,4,7,5,5,3,0,0,0,4,28,57,43,49,52,41,26,16,11,5,300
20804119409,7,3,5,3,0,0,0,0,0,18,78,59,55,51,58,45,28,17,8,399
20804119410,11,5,11,8,3,3,5,0,0,46,102,65,161,139,85,69,54,34,8,717
20804119411,9,4,14,11,5,6,0,0,0,49,85,65,162,131,87,63,39,17,5,654
20804119412,0,0,0,7,0,0,0,4,4,15,48,36,29,31,33,42,34,33,7,293
20804119413,0,0,0,0,0,0,3,4,0,7,71,30,33,43,56,59,44,28,11,375
20804119414,4,0,0,0,5,0,0,0,0,9,66,36,24,41,62,32,33,18,11,323
20804119415,0,3,7,0,5,0,3,0,0,18,65,58,57,38,68,51,51,36,11,435
20804119416,5,4,4,0,7,0,3,5,0,28,75,49,58,40,72,20,31,32,22,399
20804119417,5,0,0,0,0,0,3,0,0,8,64,54,19,42,58,50,57,42,11,397
20804119418,0,8,6,0,5,6,8,4,6,43,54,58,71,63,54,60,65,35,9,469
20804119419,0,3,12,6,7,4,3,0,0,35,44,67,195,82,54,34,41,11,9,537
20804119420,5,4,6,0,4,6,0,0,0,25,37,48,57,34,43,27,28,16,4,294
20804119421,0,0,0,0,4,3,3,0,0,10,50,40,18,22,52,49,40,31,8,310
20804119423,0,0,0,5,4,3,0,0,0,12,69,51,51,44,52,44,25,14,6,356
20804119424,4,0,5,3,0,5,0,0,0,17,47,41,85,77,49,42,28,26,8,403
20804119425,8,0,3,0,10,3,0,0,0,24,86,76,58,54,85,95,43,35,9,541
20804119426,3,0,4,6,12,3,0,3,0,31,84,66,58,70,70,30,21,9,3,411
20804119427,6,0,0,6,0,0,0,0,0,12,57,36,35,45,44,22,17,9,5,270
20804119428,5,0,0,5,3,3,0,3,0,19,63,34,39,36,55,32,35,19,7,320
20804119429,3,0,0,0,3,0,0,9,13,28,10,10,17,5,16,16,22,83,73,252
20804119430,4,4,5,3,7,3,6,9,5,46,55,55,27,27,47,37,40,36,8,332
20804119431,9,6,0,4,4,8,3,6,0,40,81,88,33,45,64,97,79,44,13,544
20804119432,0,0,9,7,3,4,0,0,0,23,48,50,105,68,70,59,55,42,12,509
20804119433,4,0,5,4,6,3,0,0,0,22,51,36,49,40,58,37,40,12,5,328
20804119434,6,0,3,7,4,0,6,0,5,31,91,59,97,75,65,52,50,30,9,528
20804119435,3,0,4,7,5,0,0,3,0,22,45,45,78,81,59,60,85,55,7,515
20804119436,5,0,0,0,0,0,0,0,0,5,57,53,35,39,74,52,53,33,19,415
20804119437,0,0,0,0,0,0,0,0,0,0,44,31,22,28,30,23,18,16,7,219
20804119438,7,11,0,0,11,4,0,7,6,46,81,73,41,55,73,53,61,63,93,593
20804119439,3,3,0,0,0,8,3,0,0,17,61,57,32,35,51,48,45,26,6,361
20804119440,0,4,5,3,0,5,5,3,0,25,73,65,90,77,68,60,52,38,11,534
20804119441,3,4,0,0,0,0,0,0,0,7,48,59,53,47,41,37,29,18,6,338
20804119442,3,0,6,4,3,0,0,0,0,16,58,53,15,35,51,48,29,36,18,343
20804119443,5,4,6,8,3,8,0,0,0,34,138,107,102,119,113,100,63,40,15,797
20804119444,10,0,0,0,5,0,4,0,0,19,61,91,24,31,70,67,41,10,9,404
20804119445,0,6,3,0,0,0,0,0,0,9,47,50,75,56,39,32,24,11,0,334
20804119446,0,7,0,0,8,0,0,0,3,18,67,77,17,18,75,38,25,24,13,354
20804119447,0,0,3,0,0,4,0,5,0,12,23,27,58,22,22,38,34,34,22,280
20804119448,0,0,0,0,0,0,0,4,0,4,28,24,45,35,31,19,26,27,9,244
20804119449,4,0,3,4,0,3,0,0,0,14,87,46,19,55,67,40,29,24,9,376
20804119450,4,3,4,6,0,9,0,0,0,26,37,40,36,49,37,26,33,20,3,281
20804119451,0,5,0,0,0,5,3,0,0,13,37,60,29,12,49,46,45,31,13,322
20804119452,0,5,0,4,3,0,8,0,4,24,56,53,39,43,58,75,40,39,11,414
20804119453,0,0,3,0,4,0,4,3,0,14,44,41,97,79,58,39,50,23,10,441
20804119502,0,0,6,0,3,0,0,0,0,9,47,44,66,51,48,33,31,27,3,350
20804119503,0,0,0,0,0,3,0,0,0,3,36,23,10,31,27,38,29,22,9,225
20804119504,0,0,5,0,6,6,0,0,0,17,69,42,67,59,64,53,62,19,8,443
20804119505,4,7,5,4,0,0,3,0,0,23,78,86,85,63,70,60,55,21,4,522
20804119506,4,0,3,6,6,0,0,0,0,19,55,60,56,55,54,61,46,18,4,409
20804119507,9,5,0,5,3,7,0,4,0,33,70,72,34,55,72,62,57,35,10,467
20804119508,0,4,3,0,0,0,3,0,0,10,49,54,36,29,63,37,33,15,9,325
20804119509,9,5,0,3,6,3,0,0,0,26,114,82,56,59,91,75,32,28,5,542
20804119510,6,0,0,3,0,5,8,5,0,27,91,64,39,59,80,51,61,41,6,492
20804119511,6,0,0,4,0,8,0,0,0,18,103,77,21,55,73,75,66,27,11,508
20804119512,5,4,6,0,0,0,3,0,0,18,99,67,20,40,74,65,39,17,12,433
20804119513,11,3,6,0,4,4,0,4,0,32,117,123,29,42,116,91,77,31,8,634
20804119515,6,3,16,8,6,7,0,0,0,46,75,82,130,80,63,34,39,16,3,522
20804119516,5,8,7,0,4,3,0,0,0,27,73,141,164,88,60,34,14,10,3,587
20804119517,33,0,0,3,0,3,0,0,0,39,87,51,29,30,68,35,26,16,4,346
20804119518,8,7,8,0,5,4,0,0,0,32,89,71,92,58,80,54,43,19,8,514
20804119519,4,4,0,3,0,0,5,0,0,16,58,71,50,45,52,44,39,28,3,390
20804119520,0,12,5,4,3,3,3,0,0,30,112,114,114,100,108,97,69,30,8,752
20804119521,0,0,0,3,0,10,4,13,40,70,62,61,57,41,59,64,39,34,61,478
20804119522,0,0,9,4,3,4,0,0,0,20,80,44,64,73,71,75,29,28,5,469
20804119523,3,0,0,0,6,3,0,0,0,12,67,30,38,52,48,39,33,6,0,313
20804119525,3,0,3,8,0,0,3,0,0,17,73,39,45,62,44,34,27,15,13,352
20804119526,0,0,6,0,0,0,0,0,0,6,56,62,47,46,53,37,18,16,3,338
20804119527,6,5,4,5,0,0,0,3,0,23,56,46,84,50,36,27,27,27,0,353
20804119528,0,9,0,6,0,0,0,4,0,19,54,42,64,44,29,30,7,15,6,291
20804119529,0,0,0,0,0,0,0,0,0,0,54,27,19,19,50,37,27,24,6,263
20804119530,9,0,0,4,5,4,3,0,0,25,100,69,74,75,77,67,38,12,9,521
20804119531,5,3,0,0,0,0,3,4,0,15,86,68,44,70,70,44,45,25,15,467
20804119532,5,0,8,4,0,0,0,0,0,17,66,49,93,72,52,33,31,25,0,421
20804119533,10,4,8,0,8,0,0,5,3,38,95,82,60,61,91,59,50,70,68,636
20804119534,3,3,6,4,8,5,9,3,0,41,54,83,59,28,75,53,35,20,5,412
20804119535,3,0,8,4,3,4,0,0,0,22,35,53,186,88,46,39,37,16,4,504
20804119536,0,0,9,0,0,0,3,0,0,12,46,42,64,53,49,46,25,15,9,349
20804119537,0,8,10,4,4,11,0,0,0,37,46,78,77,67,49,70,40,18,11,456
20804119538,0,4,13,3,6,0,0,0,0,26,49,45,88,54,29,46,21,10,19,361
20804119539,4,0,5,0,0,3,6,0,0,18,61,35,38,46,41,26,49,17,15,328
20804119540,0,4,8,6,3,7,5,0,0,33,78,89,91,82,62,68,31,19,26,546
20804119541,3,3,0,8,0,7,0,0,0,21,61,73,32,55,55,56,40,16,5,393
20804119542,9,4,4,0,0,0,0,0,0,17,103,63,35,67,68,59,35,14,3,447
20804119543,0,0,0,0,3,3,4,3,0,13,76,59,36,49,64,62,79,59,16,500
20804119544,5,4,6,12,3,8,0,0,0,38,92,53,50,80,70,69,39,13,4,470
20804119545,0,0,3,5,4,0,0,0,0,12,39,40,20,42,50,24,28,5,9,257
20804119546,3,4,5,0,3,0,3,4,0,22,42,29,36,22,38,39,36,21,0,263
20804119547,0,0,3,3,0,4,3,3,4,20,53,24,47,56,36,29,35,48,99,427
20804119548,0,0,0,0,0,3,0,4,0,7,43,32,21,21,30,31,24,12,5,219
20804119549,0,3,0,0,0,3,6,0,0,12,34,42,22,32,37,26,43,24,3,263
20804119550,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
20804119551,0,3,0,0,0,0,0,0,0,3,62,53,53,39,45,52,35,19,16,374
20804119552,0,4,6,0,0,6,4,0,0,20,30,83,117,39,24,25,15,6,0,339
20804119553,7,8,3,0,3,4,0,0,0,25,101,96,100,79,86,48,22,20,11,563
20804119554,6,5,0,6,0,0,0,0,0,17,72,32,78,73,64,29,38,45,59,490
20804119555,0,0,3,0,4,3,0,0,0,10,36,29,52,30,47,30,28,11,8,271
20804119556,6,7,6,4,0,4,0,4,0,31,17,95,122,16,10,12,8,4,0,284
20901119601,5,6,8,5,8,0,5,3,0,40,88,63,78,60,68,38,30,50,6,481
20901119602,3,0,5,6,5,5,0,0,0,24,73,44,45,49,45,37,22,39,11,365
20901119603,7,0,0,0,0,0,0,0,0,7,43,28,32,28,23,18,26,25,7,230
20901119604,3,9,11,9,7,0,3,0,5,47,56,79,83,47,62,38,47,29,8,449
20901119605,0,8,10,5,0,5,3,0,0,31,73,52,83,54,65,57,63,53,19,519
20901119606,4,3,7,0,4,7,3,6,0,34,83,44,67,73,56,33,46,41,8,451
20901119607,0,5,0,5,0,3,4,0,0,17,56,51,77,54,42,57,59,35,19,450
20901119608,13,8,3,5,3,0,0,3,0,35,90,70,73,84,66,48,62,40,3,536
20901119609,7,4,3,3,3,0,4,4,0,28,63,33,38,60,31,36,67,40,16,384
20901119610,0,0,0,0,4,0,5,0,0,9,78,40,38,63,51,41,58,42,5,416
20901119612,0,4,0,0,12,3,3,0,0,22,76,80,38,46,92,88,55,21,3,499
20901119613,0,8,4,3,0,0,4,5,6,30,75,73,52,48,69,54,61,73,60,565
20901119614,0,0,0,3,0,0,0,0,0,3,59,51,36,31,51,40,34,16,8,326
20901119615,3,8,9,0,3,4,0,0,0,27,57,49,81,57,50,46,32,34,12,418
20901119616,3,7,0,0,0,7,0,0,3,20,55,45,74,52,46,39,25,23,9,368
20901119617,4,3,10,3,4,6,0,0,0,30,80,56,90,58,60,68,32,38,14,496
20901119618,11,6,5,11,5,4,3,0,0,45,69,60,92,55,61,34,33,19,11,434
20901119619,3,3,0,0,0,0,0,0,0,6,75,33,43,62,43,38,30,28,5,357
20901119620,5,0,4,0,7,6,3,0,0,25,67,33,25,45,46,23,32,22,8,301
20901119621,3,0,4,0,8,0,6,0,0,21,76,18,35,45,53,23,31,30,11,322
20901119622,8,0,3,3,3,5,0,0,0,22,73,32,55,45,42,32,43,23,7,352
20901119623,0,0,8,0,0,0,0,0,3,11,67,73,39,42,77,65,23,4,3,393
20901119624,4,5,0,4,8,7,5,0,0,33,105,156,82,60,148,101,51,8,3,714
20901119701,3,0,0,5,3,4,4,4,0,23,99,39,63,95,47,60,61,30,9,503
20901119702,0,3,0,0,5,0,0,3,0,11,68,45,43,63,64,56,46,39,0,424
20901119703,3,0,8,4,0,3,7,0,0,25,90,54,46,71,63,86,75,44,6,535
20901119704,5,5,0,8,9,7,0,6,0,40,116,38,53,82,75,62,57,47,10,540
20901119705,7,4,4,3,6,3,3,0,0,30,140,78,60,124,117,75,65,28,19,706
20901119706,4,0,6,3,3,4,5,4,0,29,81,44,47,59,64,58,46,42,25,466
20901119707,0,0,4,3,0,4,0,0,0,11,60,24,50,50,46,33,36,19,4,322
20901119708,0,4,0,0,0,0,0,0,0,4,54,35,19,43,33,14,31,14,5,248
20901119709,0,3,0,0,0,0,0,0,0,3,94,36,31,65,61,28,36,31,3,385
20901119710,4,3,0,0,0,5,3,0,0,15,119,51,63,83,72,58,66,23,9,544
20901119711,3,0,4,0,5,0,3,0,0,15,65,59,43,64,55,43,32,24,6,391
20901119712,3,3,4,7,0,0,0,3,0,20,73,48,49,81,52,46,27,17,3,396
20901119713,6,0,0,0,6,0,0,4,0,16,55,30,25,45,43,44,50,17,3,312
20901119714,3,0,0,3,0,5,4,0,3,18,95,47,40,76,68,29,32,20,6,413
20901119715,9,6,4,3,6,8,6,3,0,45,144,53,63,111,80,72,78,50,15,666
20901119716,0,0,0,0,0,3,4,5,0,12,47,18,19,39,30,28,44,23,5,253
20901119717,3,0,0,3,4,0,0,0,0,10,76,22,30,62,48,32,51,18,5,344
20901119718,6,0,0,3,0,4,0,0,0,13,66,30,37,41,48,62,38,19,0,341
20901119719,4,0,4,0,0,0,6,0,0,14,77,37,41,53,42,56,43,12,0,361
20901119720,0,0,0,0,5,0,9,15,43,72,39,30,20,26,27,36,70,112,84,444
20901119721,6,3,0,0,6,3,3,3,0,24,80,65,27,51,73,66,36,19,0,417
20901119722,0,7,0,4,0,0,5,0,0,16,77,26,32,54,42,59,43,14,7,354
20901119723,5,8,0,0,4,3,3,0,0,23,98,51,28,79,48,46,67,48,6,471
20901119724,8,5,4,4,0,0,0,3,0,24,103,91,36,77,80,103,72,14,3,579
20901119725,7,0,4,4,3,4,5,7,0,34,88,45,34,74,58,62,61,21,14,457
20901119726,0,3,0,3,3,10,0,0,0,19,106,51,32,64,70,58,41,10,3,435
20901119727,4,0,0,0,0,0,0,0,0,4,69,38,45,46,46,37,44,46,4,375
20901119728,3,6,5,0,0,4,0,3,0,21,90,36,52,58,49,38,30,20,4,377
20901119729,3,5,0,5,0,3,7,0,0,23,55,40,40,45,58,54,36,21,7,356
20901119730,5,0,5,5,3,0,7,0,7,32,76,55,64,78,83,53,70,27,13,519
20901119731,3,9,5,5,7,7,0,0,0,36,77,31,66,59,42,43,41,44,40,443
20901119732,3,0,0,0,0,5,0,0,0,8,60,40,39,37,48,48,32,3,0,307
20901119733,5,0,0,0,0,0,3,0,0,8,76,38,29,35,53,35,49,22,0,337
20901119734,3,5,0,3,0,4,6,0,0,21,45,35,24,23,38,56,45,13,4,283
20901119735,0,0,0,4,0,0,4,0,0,8,62,36,18,53,39,60,48,6,4,326
20901119736,3,0,0,0,0,0,0,0,0,3,39,38,26,23,33,32,28,11,7,237
20901119737,0,0,0,0,0,0,0,0,0,0,35,42,22,38,47,41,32,6,0,263
20901119738,0,0,3,3,11,0,0,0,0,17,53,16,30,49,49,22,31,8,3,261
20901119739,3,0,4,3,4,0,3,0,0,17,78,32,76,77,55,43,53,24,16,454
20901119740,8,3,11,4,3,0,0,0,0,29,89,65,83,114,88,69,63,25,9,605
20901119741,4,0,0,0,4,0,0,0,0,8,37,35,73,48,52,55,42,35,82,459
20901119742,0,0,0,0,0,0,0,0,0,0,44,22,37,41,37,25,19,5,6,236
20901119743,9,4,0,9,3,5,0,0,0,30,121,43,75,98,68,52,29,24,17,527
20901119744,0,0,0,0,0,4,0,0,0,4,48,44,47,59,62,36,40,13,12,361
20901119745,0,0,3,0,0,0,0,4,0,7,58,28,44,45,41,27,34,36,8,321
20901119746,3,0,3,0,0,6,0,7,0,19,60,35,25,33,45,58,34,17,3,310
20901119747,4,4,0,5,4,0,0,3,0,20,62,33,44,56,43,31,30,19,4,322
20901119748,0,0,0,4,0,0,5,0,0,9,32,22,13,30,37,26,31,14,6,211
20901119749,7,3,4,0,0,6,0,3,0,23,64,40,45,41,48,32,48,24,0,342
20901119750,7,6,3,3,6,4,6,0,0,35,52,44,90,52,51,55,47,22,6,419
20901119751,12,10,9,3,4,0,3,0,0,41,74,44,45,61,61,23,53,31,7,399
20901119752,5,0,0,5,0,0,0,0,0,10,36,21,10,33,21,39,40,6,3,209
20901119753,0,0,0,0,0,0,0,0,0,0,44,31,32,29,31,77,31,13,0,288
20901119801,3,0,4,4,5,0,0,0,0,16,73,33,44,68,54,57,41,22,10,402
20901119802,3,0,6,0,0,0,0,3,5,17,48,28,50,45,46,44,38,17,4,320
20901119803,3,0,0,6,4,4,5,0,0,22,68,80,94,72,76,85,58,35,21,589
20901119804,9,7,22,18,8,21,15,13,12,125,76,62,195,141,70,105,56,39,22,766
20901119805,8,0,0,9,3,9,0,0,0,29,71,59,104,73,63,42,18,19,4,453
20901119806,3,0,3,6,5,0,5,0,0,22,85,24,62,90,72,43,47,16,7,446
20901119807,0,0,5,0,4,13,0,0,3,25,103,69,54,77,82,91,57,43,62,638
20901119808,3,3,6,5,0,0,6,0,0,23,108,61,89,94,84,55,40,25,6,562
20901119809,3,0,5,3,0,0,5,6,0,22,58,31,109,86,47,44,42,26,8,451
20901119811,0,5,0,0,5,4,3,4,0,21,95,48,33,60,67,48,39,39,16,445
20901119812,8,0,0,3,5,0,3,0,0,19,82,23,18,48,44,26,23,19,8,291
20901119813,8,6,0,0,5,4,0,0,0,23,111,48,57,93,68,42,32,10,18,479
20901119814,0,3,6,5,0,9,9,8,0,40,100,49,197,150,75,70,71,104,33,849
20901119815,0,0,0,0,0,0,0,4,3,7,84,38,17,57,49,26,50,56,130,507
20901119816,3,3,0,0,6,4,0,0,0,16,82,27,19,57,61,38,25,25,14,348
20901119817,8,3,4,9,3,0,4,0,0,31,144,60,39,81,83,43,27,25,19,521
20901119818,7,0,0,9,5,3,0,0,0,24,126,53,45,79,84,49,34,26,18,514
20901119819,5,5,3,3,5,0,0,0,4,25,56,58,37,59,54,47,40,24,27,402
20901119820,3,0,0,0,3,5,4,0,0,15,69,51,42,43,60,50,56,32,20,423
20901119821,10,0,0,4,5,6,0,0,0,25,83,63,60,68,75,68,48,23,18,506
20901119822,4,0,0,0,4,0,4,0,4,16,80,27,54,64,51,51,36,29,51,443
20901119823,3,5,0,6,4,0,0,6,3,27,104,65,68,73,79,63,46,29,17,544
20901119824,6,3,0,3,0,0,0,0,0,12,63,37,35,47,61,54,54,45,13,409
20901119825,3,0,0,5,3,0,3,0,0,14,59,31,37,53,42,49,56,43,21,391
20901119826,0,0,3,7,0,7,0,0,3,20,106,52,94,106,61,58,47,16,13,553
20901119827,8,4,3,4,3,0,0,0,0,22,154,59,83,121,92,48,37,25,15,634
20901119828,10,0,0,4,0,0,3,4,0,21,107,55,62,82,69,57,32,28,11,503
20901119829,0,0,0,0,0,0,4,0,0,4,81,48,50,81,52,43,37,17,12,421
20901119830,10,0,0,7,0,3,0,0,0,20,86,30,34,61,57,54,20,17,4,363
20901119831,8,0,0,0,0,0,0,0,0,8,41,18,16,28,39,23,9,15,5,194
20901119832,6,4,6,3,6,4,0,3,0,32,112,42,33,71,68,64,44,48,16,498
20901119833,4,4,0,0,0,3,0,0,8,19,71,53,33,46,41,53,33,24,24,378
20901119834,0,0,5,4,0,3,4,5,0,21,19,21,69,34,17,27,26,16,9,238
20901119835,6,8,12,4,8,0,9,0,0,47,73,40,144,102,56,37,62,20,6,540
20901119901,13,4,13,9,9,6,10,3,0,67,97,97,80,62,68,54,48,24,9,539
20901119902,0,0,0,0,0,3,3,0,0,6,67,41,77,61,52,49,35,17,5,404
20901119903,11,3,8,0,3,7,4,0,0,36,60,26,62,42,43,46,35,17,4,335
20901119904,13,3,16,6,10,6,6,0,0,60,69,64,126,71,56,50,45,18,12,511
20901119906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
20901119907,4,0,11,10,0,4,5,0,0,34,98,77,120,71,71,70,52,21,11,591
20901119908,6,4,0,6,6,0,0,0,0,22,40,34,31,28,26,31,21,20,14,245
20901119909,0,5,10,0,5,0,4,0,0,24,50,34,59,39,25,23,26,10,3,269
20901119910,9,3,10,3,0,0,0,0,0,25,94,54,95,84,46,43,30,16,3,465
20901119911,8,3,7,4,7,0,0,0,0,29,104,58,151,77,66,82,35,41,10,624
20901119912,3,9,3,10,3,0,6,0,0,34,64,50,85,85,42,42,37,13,11,429
20901119913,8,18,7,12,10,4,0,0,0,59,128,101,103,91,75,72,49,13,8,640
20901119914,3,3,5,7,4,0,3,0,0,25,103,70,107,71,81,77,42,14,6,571
20901119915,20,4,3,4,3,0,4,0,0,38,83,27,66,71,37,30,43,13,9,379
20901119916,0,0,12,10,6,5,3,0,0,36,95,74,125,105,69,65,40,30,14,617
20901119917,3,0,3,0,0,4,0,3,0,13,30,16,24,39,38,34,16,14,7,218
20901119918,0,5,17,6,4,8,0,0,0,40,63,69,194,91,75,68,50,12,8,630
20901119919,3,9,3,5,4,0,0,0,0,24,101,60,93,88,77,67,40,11,10,547
20901119920,7,10,6,6,5,6,0,0,0,40,102,57,138,89,79,66,49,28,10,618
20901119921,12,0,8,7,5,0,0,0,0,32,70,52,69,71,56,63,29,27,11,448
20901119922,0,0,3,0,0,4,0,0,0,7,46,49,70,43,67,73,33,10,16,407
20901119924,8,3,3,3,0,0,3,0,0,20,77,30,66,71,54,49,36,7,7,397
20901119925,9,11,16,6,3,7,0,0,0,52,63,55,118,60,42,50,17,22,4,431
20901119926,15,3,9,4,6,3,3,0,0,43,79,47,106,90,62,56,60,20,7,527
20901119927,27,14,11,6,5,4,3,0,0,70,80,48,96,73,43,52,26,9,0,427
20901119928,9,9,11,5,3,7,0,0,0,44,87,64,145,79,55,63,30,13,12,548
20901119929,3,9,4,3,4,0,0,0,0,23,33,46,84,46,25,30,29,12,4,309
20901119930,5,4,4,4,3,0,0,0,0,20,69,43,126,79,40,64,41,16,8,486
20901119931,11,0,9,5,5,0,0,0,0,30,79,35,74,66,53,33,16,9,11,376
20901119932,12,9,3,10,10,3,0,0,3,50,89,53,116,80,52,47,36,15,9,497
20901119933,0,0,5,0,3,0,0,0,0,8,36,40,79,32,29,36,17,7,6,282
20901119934,6,3,5,5,3,7,0,0,3,32,75,38,50,59,42,45,32,10,5,356
20901119935,0,0,10,7,0,14,0,0,0,31,52,40,76,41,36,49,33,5,6,338
20901119936,7,3,8,7,8,0,0,0,0,33,74,50,107,79,37,44,17,0,3,411
20901120001,0,0,0,0,0,0,0,0,0,0,33,30,30,20,33,47,19,13,3,228
20901120002,4,0,0,0,6,4,0,0,0,14,71,57,32,46,58,81,54,26,4,429
20901120003,0,0,0,0,3,3,0,0,0,6,50,58,48,47,58,63,59,19,11,413
20901120004,0,0,5,0,0,0,0,6,0,11,62,38,39,49,42,53,47,34,18,382
20901120005,8,4,9,8,9,5,4,0,0,47,88,73,71,92,83,82,55,26,8,578
20901120006,0,0,0,5,4,6,0,0,0,15,44,34,18,32,31,39,38,21,3,260
20901120007,3,6,3,5,9,0,0,0,0,26,66,60,26,35,69,59,34,18,8,375
20901120009,0,7,0,0,0,7,0,0,0,14,45,50,34,42,58,35,12,29,9,314
20901120010,0,0,4,0,3,0,0,0,0,7,31,18,70,75,43,37,33,27,5,339
20901120011,0,6,0,3,0,4,5,0,0,18,90,67,81,74,71,70,54,23,15,545
20901120012,5,4,6,7,4,0,3,3,3,35,90,42,73,109,68,57,46,27,8,520
20901120013,12,0,0,4,9,3,0,0,0,28,85,43,67,73,63,45,29,16,5,426
20901120014,4,8,8,5,3,9,7,4,0,48,106,76,129,105,77,76,50,23,7,649
20901120015,7,0,3,11,6,7,8,4,3,49,87,60,64,95,58,71,72,33,11,551
20901120016,4,0,0,0,6,0,0,0,0,10,65,53,44,67,68,64,33,18,4,416
20901120017,0,5,0,0,0,0,0,0,0,5,47,58,53,50,57,56,57,24,9,411
20901120019,9,5,3,6,9,0,5,3,0,40,96,70,30,65,78,65,57,28,8,497
20901120020,0,0,4,5,8,4,0,0,0,21,92,37,77,86,68,58,51,23,12,504
20901120021,0,4,0,4,0,9,0,0,0,17,55,52,27,36,55,56,32,18,12,343
20901120022,12,6,4,15,3,4,0,3,0,47,150,111,101,110,104,73,33,13,12,707
20901120023,4,0,4,0,5,0,6,0,0,19,49,43,64,36,53,46,48,40,128,507
20901120024,0,0,5,5,0,4,4,3,0,21,59,52,56,51,49,71,71,32,6,447
20901120025,4,0,7,7,4,0,0,0,6,28,75,64,93,84,74,73,63,31,18,575
20901120026,0,7,0,0,0,0,0,0,0,7,57,44,17,36,56,38,32,18,5,303
20901120027,0,8,3,3,0,0,3,3,0,20,35,58,116,53,34,23,26,15,4,364
20901120028,4,5,3,3,0,0,5,4,0,24,76,72,56,55,75,74,66,26,5,505
20901120029,0,0,0,4,7,3,0,3,0,17,61,45,38,44,55,62,36,14,10,365
20901120030,9,5,17,18,10,9,8,6,0,82,39,35,124,89,39,50,62,25,8,471
20901120101,6,5,0,0,4,0,0,0,0,15,72,47,32,38,46,58,35,19,19,366
20901120102,4,0,5,9,4,7,0,0,0,29,90,90,36,63,89,88,53,23,11,543
20901120103,7,3,6,4,0,4,3,4,0,31,83,93,22,47,99,84,64,37,15,544
20901120104,10,0,3,4,3,5,9,0,4,38,68,39,55,75,56,66,58,24,14,455
